I
1100 Generated by WorldEditor 2.2.0r2

1    252 1 0 LFRK Caen Carpiquet
1302 city Caen/Carpiquet
112  49.17810007 -000.47282302  49.17806494 -000.47287185
112  49.17797040 -000.47297473  49.17792000 -000.47302295
111  49.17797040 -000.47297473
111  49.17791828 -000.47284577
112  49.17803656 -000.47271299  49.17808442 -000.47264399
113  49.17803656 -000.47271299
110 2 0.25 24.7000 ACB
111  49.17797040 -000.47297473
111  49.17739136 -000.47337167
111  49.17735533 -000.47324659
111  49.17777505 -000.47295413
113  49.17791828 -000.47284577
110 2 0.25 175.3000 ACB
111  49.17849204 -000.47210370
112  49.17830521 -000.47237610  49.17825848 -000.47258937
111  49.17830521 -000.47237610
111  49.17835423 -000.47162937
112  49.17835423 -000.47162937  49.17840400 -000.47187657
111  49.17852310 -000.47193409
111  49.17875674 -000.47197355
111  49.17876630 -000.47177845
111  49.17898532 -000.47180498
111  49.17896341 -000.47227755
111  49.17874304 -000.47225308
113  49.17874426 -000.47222803
110 2 0.25 171.8000 ACB
111  49.17798235 -000.47149296
112  49.17829288 -000.47113731  49.17838477 -000.47079196
111  49.17829288 -000.47113731
111  49.17823078 -000.47207127
112  49.17823078 -000.47207127  49.17817137 -000.47172591
111  49.17798197 -000.47163986
111  49.17743574 -000.47151833
111  49.17742936 -000.47159511
111  49.17727571 -000.47156912
111  49.17730174 -000.47121529
111  49.17745867 -000.47124249
113  49.17744754 -000.47137635
110 2 0.25 166.9000 ACB
111  49.17919489 -000.47082798
111  49.17917932 -000.47096142
111  49.17889727 -000.47086894
111  49.17888005 -000.47098489
111  49.17859596 -000.47088795
111  49.17861518 -000.47076868
112  49.17838846 -000.47110789  49.17830177 -000.47137836
111  49.17838846 -000.47110789
111  49.17845071 -000.47015948
112  49.17845071 -000.47015948  49.17850775 -000.47056431
111  49.17872975 -000.47065286
113  49.17907518 -000.47077478
110 1 0.25 45.6000 Taxiway B1
111  49.17894819 -000.46351519
112  49.17894819 -000.46351519  49.17892937 -000.46353738 102
111  49.17891220 -000.46356853
111  49.17884314 -000.46348668 102
112  49.17889433 -000.46340855  49.17892258 -000.46337296
113  49.17889433 -000.46340855
110 1 0.25 54.7000 Taxiway B1
111  49.17891220 -000.46356853
112  49.17891220 -000.46356853  49.17889491 -000.46360124 102
111  49.17888203 -000.46363896
111  49.17880013 -000.46357798 102
112  49.17884314 -000.46348668  49.17886795 -000.46344876
113  49.17884314 -000.46348668
110 1 0.25 71.3000 Taxiway B1
111  49.17888203 -000.46363896
112  49.17888203 -000.46363896  49.17886962 -000.46367713 102
111  49.17886293 -000.46372136
111  49.17877651 -000.46368386 102
112  49.17880013 -000.46357798  49.17881441 -000.46353097
113  49.17880013 -000.46357798
110 1 0.25 79.3000 Taxiway B1
111  49.17886293 -000.46372136
112  49.17886293 -000.46372136  49.17885548 -000.46376245 102
111  49.17885342 -000.46380144
111  49.17876357 -000.46378882 102
112  49.17877651 -000.46368386  49.17878609 -000.46363317
113  49.17877651 -000.46368386
110 1 0.25 84.5000 Taxiway B1
111  49.17872447 -000.46581063
111  49.17863680 -000.46579974
111  49.17872982 -000.46432359
111  49.17876357 -000.46378882
111  49.17885342 -000.46380144
113  49.17881903 -000.46433756
110 1 0.25 36.8000 Taxiway B1
111  49.17919309 -000.46332431 102
112  49.17910082 -000.46334500  49.17906854 -000.46338106 102
111  49.17894819 -000.46351519
111  49.17889433 -000.46340855 102
112  49.17904800 -000.46323163  49.17908533 -000.46318864 102
113  49.17909579 -000.46311449
110 3 0.40 35.3600 Taciway C1
111  49.17742956 -000.45637659
111  49.17729055 -000.45646667
111  49.17693949 -000.45683352
111  49.17685595 -000.45665390
111  49.17677571 -000.45648139
111  49.17689446 -000.45635773
113  49.17722588 -000.45593802
110 3 0.40 35.3600 Taxiway G4
111  49.17904002 -000.45508519
112  49.17904002 -000.45508519  49.17878816 -000.45487580
111  49.17878916 -000.45546155
111  49.17850992 -000.45489618
112  49.17885321 -000.45468263  49.17887237 -000.45428896
113  49.17885321 -000.45468263
110 3 0.40 35.3600 Taxiway G4
111  49.18008716 -000.45382948
111  49.18001147 -000.45384903
111  49.17923184 -000.45467256
112  49.17915407 -000.45477870  49.17913097 -000.45482313
111  49.17912944 -000.45493975
111  49.17895223 -000.45455939
112  49.17906252 -000.45458367  49.17909816 -000.45456651
111  49.17915719 -000.45450912
111  49.17992231 -000.45368242
113  49.17997424 -000.45359258
110 3 0.40 125.3600 Taxiway G2 G3
111  49.18016561 -000.46185635
111  49.18003851 -000.46199415
111  49.17742956 -000.45637659
111  49.17722588 -000.45593802
111  49.17391412 -000.44880718
113  49.17401336 -000.44861002
110 3 0.40 35.3600 Taxiway G1
111  49.18035650 -000.45792205
111  49.18064397 -000.45854152
112  49.18048041 -000.45848223  49.18041227 -000.45850672
111  49.18025586 -000.45870384
111  49.18001004 -000.45817074
111  49.18019084 -000.45826322
114  49.18029769 -000.45816986  49.18034997 -000.45805353
110 3 0.40 125.3600 Taxiway G1
111  49.18161810 -000.46028150
111  49.18150722 -000.46040173
111  49.18064397 -000.45854152
111  49.18035650 -000.45792205
111  49.17904002 -000.45508519
111  49.17885321 -000.45468263
111  49.17652671 -000.44966926
111  49.17641192 -000.44963453
111  49.17660030 -000.44926814
111  49.17660227 -000.44951538
111  49.17895223 -000.45455939
111  49.17912944 -000.45493975
111  49.18068583 -000.45828043
111  49.18090104 -000.45823921
111  49.18123351 -000.45822397
111  49.18181168 -000.45948098
111  49.18147688 -000.45982400
113  49.18146828 -000.45995992
110 1 0.25 36.4000 Hangar accesss
111  49.17959042 -000.45203950
111  49.17957928 -000.45205148
112  49.17952092 -000.45202846  49.17949762 -000.45205267
112  49.17945853 -000.45209326  49.17943966 -000.45211288
111  49.17944366 -000.45217700
111  49.17937459 -000.45202923
112  49.17943048 -000.45203765  49.17945309 -000.45201193
111  49.17949571 -000.45196347
112  49.17949571 -000.45196347  49.17951358 -000.45191696
111  49.17950077 -000.45187514
113  49.17952122 -000.45185242
110 2 0.25 119.5000 Hangar
111  49.17986757 -000.45140495
111  49.18012708 -000.45211749
111  49.18003580 -000.45221901
111  49.17983810 -000.45243886
111  49.17978589 -000.45233169
111  49.17960969 -000.45253225
111  49.17958486 -000.45247912
111  49.17967470 -000.45238716
111  49.17969837 -000.45233130
111  49.17959042 -000.45203950
111  49.17952122 -000.45185242
111  49.17947403 -000.45172486
113  49.17976633 -000.45147298
110 2 0.25 125.4000 Apron bit
111  49.18066598 -000.45419799
111  49.18046976 -000.45437313
111  49.18040013 -000.45422433
111  49.18036587 -000.45413211
111  49.18035532 -000.45412194
111  49.18034664 -000.45410370
111  49.18034540 -000.45408403
111  49.18030105 -000.45395762
111  49.18010504 -000.45342719
111  49.18024700 -000.45330046
111  49.18029929 -000.45341233
111  49.18032872 -000.45338178
111  49.18036754 -000.45345800
111  49.18053101 -000.45328095
111  49.18058383 -000.45339294
111  49.18053193 -000.45344537
111  49.18061073 -000.45361395
111  49.18046676 -000.45377326
111  49.18052899 -000.45390347
111  49.18055824 -000.45387150
111  49.18053093 -000.45381810
111  49.18055809 -000.45378884
111  49.18063024 -000.45383649
111  49.18069411 -000.45377326
111  49.18080312 -000.45400984
113  49.18065189 -000.45416879
110 2 0.25 125.4000 Hangar
111  49.18176983 -000.45514635
111  49.18151981 -000.45541901
111  49.18153611 -000.45545118
111  49.18150936 -000.45548070
111  49.18128698 -000.45500515
113  49.18156355 -000.45470504
110 2 0.25 125.4000 Fueling area
111  49.18125249 -000.45778717
111  49.18115865 -000.45789067
111  49.18116334 -000.45790056
111  49.18099831 -000.45807817
111  49.18090991 -000.45788869
111  49.18107275 -000.45770859 102
111  49.18101768 -000.45759350
111  49.18104858 -000.45756295
111  49.18111324 -000.45770067
111  49.18114265 -000.45766963
113  49.18117938 -000.45763086
110 2 0.25 125.4000 Apron bit
111  49.18002674 -000.45296623
111  49.17999122 -000.45299994
111  49.17995157 -000.45291175
113  49.17998416 -000.45287546
110 1 0.25 125.4000 Hangar
111  49.18033758 -000.45264282
111  49.18002674 -000.45296623
111  49.17998416 -000.45287546
111  49.17995157 -000.45291175
111  49.17988227 -000.45298890
111  49.17986378 -000.45308471
111  49.17960969 -000.45253225
111  49.17978589 -000.45233169
111  49.17983810 -000.45243886
111  49.17985514 -000.45247734
111  49.18005331 -000.45225825
111  49.18003580 -000.45221901
113  49.18012708 -000.45211749
110 2 0.25 30.0000 Apron bit
111  49.18152364 -000.45588561
111  49.18133284 -000.45606658
111  49.18127789 -000.45594403
111  49.18134194 -000.45586473
111  49.18141930 -000.45579915
111  49.18142960 -000.45581612
113  49.18147381 -000.45576783
110 1 0.25 125.4000 Main apron
111  49.18351268 -000.45972825
111  49.18332246 -000.45994344
111  49.18346139 -000.46022581 102
111  49.18338788 -000.46030353 102
111  49.18297172 -000.46074354 102
112  49.18278757 -000.46093823  49.18274631 -000.46098200 102
111  49.18272365 -000.46110432 102
111  49.18267161 -000.46110112 102
111  49.18267337 -000.46099155 102
111  49.18264565 -000.46090672 102
111  49.18262650 -000.46090066 102
112  49.18261858 -000.46066030  49.18261557 -000.46057155 102
111  49.18259350 -000.46049872 102
111  49.18246071 -000.46020943
111  49.18214710 -000.45955081 102
111  49.18144674 -000.45803969 102
111  49.18139695 -000.45793226 102
112  49.18136884 -000.45793659  49.18135441 -000.45795022 102
111  49.18132935 -000.45797396 102
112  49.18125301 -000.45798643  49.18120855 -000.45797731 102
111  49.18118277 -000.45794152 102
111  49.18116334 -000.45790056
111  49.18115865 -000.45789067
111  49.18125249 -000.45778717
111  49.18117938 -000.45763086
111  49.18114265 -000.45766963
111  49.18111324 -000.45770067
111  49.18104858 -000.45756295
111  49.18101768 -000.45759350 102
111  49.18096993 -000.45749284 102
112  49.18093984 -000.45734133  49.18094204 -000.45725717 102
111  49.18097983 -000.45720039 102
111  49.18103225 -000.45714539 102
111  49.18139278 -000.45676571
112  49.18139876 -000.45663477  49.18137128 -000.45657400
111  49.18124530 -000.45629532
111  49.18009428 -000.45382339
111  49.18008716 -000.45382948 20
111  49.17997424 -000.45359258
111  49.17998245 -000.45358366
111  49.17910074 -000.45169352
111  49.17918788 -000.45160870
111  49.17924095 -000.45165596
111  49.17928056 -000.45163536
111  49.17923937 -000.45154326
111  49.17928810 -000.45148910
111  49.17931486 -000.45147035
111  49.17933144 -000.45144256
111  49.17936578 -000.45140499
111  49.17953458 -000.45125102
111  49.17963214 -000.45147116
111  49.17946694 -000.45164447
111  49.17933839 -000.45176180
112  49.17933839 -000.45176180  49.17930178 -000.45183047
111  49.17932227 -000.45191727
111  49.17937459 -000.45202923
111  49.17944366 -000.45217700
111  49.17958486 -000.45247912
111  49.17960969 -000.45253225
111  49.17986378 -000.45308471
111  49.18028283 -000.45396813
111  49.18030105 -000.45395762
111  49.18034540 -000.45408403
111  49.18034664 -000.45410370
111  49.18035532 -000.45412194
111  49.18036587 -000.45413211
111  49.18040013 -000.45422433
111  49.18046976 -000.45437313
111  49.18066598 -000.45419799
111  49.18069249 -000.45421271
111  49.18079277 -000.45442699
111  49.18083671 -000.45441920
111  49.18089934 -000.45453638
111  49.18104105 -000.45438274
111  49.18125320 -000.45483756
111  49.18107389 -000.45503104
111  49.18113823 -000.45516383
111  49.18128698 -000.45500515
111  49.18150936 -000.45548070
111  49.18159991 -000.45567433
111  49.18152895 -000.45574188
111  49.18152057 -000.45571675
111  49.18147381 -000.45576783
111  49.18142960 -000.45581612
111  49.18141930 -000.45579915
111  49.18134194 -000.45586473
111  49.18127789 -000.45594403
111  49.18133284 -000.45606658
111  49.18148472 -000.45640530
112  49.18151941 -000.45641286  49.18153982 -000.45639084
111  49.18155793 -000.45637133
111  49.18163484 -000.45628842
111  49.18201487 -000.45711132
111  49.18206139 -000.45720858
111  49.18216984 -000.45743533
111  49.18222955 -000.45736771
111  49.18233530 -000.45759258
111  49.18236513 -000.45756071
111  49.18238699 -000.45760375
111  49.18240701 -000.45758365
111  49.18246315 -000.45769725
111  49.18236839 -000.45779667
111  49.18281081 -000.45874360
111  49.18285237 -000.45869969
111  49.18287771 -000.45875725
111  49.18289665 -000.45873773
111  49.18292693 -000.45880651
111  49.18295014 -000.45878569
111  49.18299207 -000.45888056
111  49.18304152 -000.45883178
111  49.18314237 -000.45873231
112  49.18338930 -000.45915501  49.18350618 -000.45941420
111  49.18353671 -000.45959456
113  49.18347906 -000.45965606
111  49.18105535 -000.45719523
111  49.18100241 -000.45725805
112  49.18099758 -000.45742762  49.18103533 -000.45751241
111  49.18099758 -000.45742762
112  49.18099758 -000.45742762  49.18100008 -000.45736122
111  49.18103010 -000.45731844
113  49.18108176 -000.45725221
110 1 0.25 35.3000 Taxiway A1
112  49.18203236 -000.45983235  49.18210457 -000.45975397 102
111  49.18209518 -000.45955608 102
111  49.18214710 -000.45955081
111  49.18246071 -000.46020943 102
111  49.18241686 -000.46025876 102
112  49.18216966 -000.46019492  49.18205322 -000.46032116 102
112  49.17980694 -000.46275599  49.17975688 -000.46280985 102
111  49.17974737 -000.46291651
111  49.17950552 -000.46239512 102
112  49.17966219 -000.46239039  49.17974251 -000.46231128 102
111  49.18003851 -000.46199415
111  49.18016561 -000.46185635 102
111  49.18150722 -000.46040173
113  49.18161810 -000.46028150 102
110 1 0.25 125.3600 13/31 shoulder
111  49.18077075 -000.46530767
111  49.18087966 -000.46543086
111  49.18113371 -000.46561491
111  49.18115006 -000.46556700
111  49.18117652 -000.46558772
111  49.18116205 -000.46563544
111  49.18126044 -000.46570672
111  49.18133837 -000.46571934
111  49.18131630 -000.46622915
111  49.18118148 -000.46622940
111  49.18075791 -000.46670567
111  49.18047083 -000.46608641
111  49.18039539 -000.46599587
111  49.18033675 -000.46588250
111  49.18032804 -000.46585109
111  49.18033210 -000.46578046
111  49.17919309 -000.46332431
111  49.17909579 -000.46311449
111  49.17086584 -000.44536754
111  49.17139805 -000.44479667
111  49.17143456 -000.44487664
112  49.17161390 -000.44499132  49.17167727 -000.44510441
111  49.17168818 -000.44524414
111  49.17170782 -000.44524869
111  49.17170912 -000.44528239
111  49.17169116 -000.44528806
111  49.17170534 -000.44549715
112  49.17174429 -000.44566375  49.17177896 -000.44573837
111  49.17677571 -000.45648139
111  49.17685595 -000.45665390
111  49.17693949 -000.45683352
111  49.17950552 -000.46239512
111  49.17974737 -000.46291651
114  49.17977840 -000.46316291  49.17982371 -000.46326060
110 2 0.25 125.4000 Apron cincrete bit
111  49.18207800 -000.45710365
111  49.18209888 -000.45716199
111  49.18206139 -000.45720858
113  49.18201487 -000.45711132
130 Airport Boundary 105
111  49.17966083 -000.44735199
111  49.18432833 -000.45847417
111  49.18242440 -000.46687446
111  49.18012073 -000.47401841
111  49.17634915 -000.47410916
111  49.17529170 -000.46514658
111  49.16982947 -000.45437315
111  49.16864845 -000.44027898
111  49.17858169 -000.43744078
113  49.18026886 -000.43992421
120 Carpark line
111  49.18359299 -000.46044517 20
115  49.18360589 -000.46037277
120 Carpark line
111  49.18357676 -000.46041241 20
115  49.18358967 -000.46034000
120 Carpark line
111  49.18356056 -000.46037969 20
115  49.18357346 -000.46030729
120 Carpark line
111  49.18354434 -000.46034695 20
115  49.18355724 -000.46027455
120 Carpark line
111  49.18352815 -000.46031425 20
115  49.18354105 -000.46024182
120 Carpark line
111  49.18356905 -000.45988088 20
115  49.18355604 -000.45995324
120 Carpark line
111  49.18358521 -000.45991366 20
115  49.18357221 -000.45998603
120 Carpark line
111  49.18360137 -000.45994644 20
115  49.18358835 -000.46001882
120 Carpark line
111  49.18361752 -000.45997923 20
115  49.18360451 -000.46005159
120 Carpark line
111  49.18363368 -000.46001201 20
115  49.18362066 -000.46008437
120 Carpark line
111  49.18364984 -000.46004479 20
115  49.18363683 -000.46011717
120 Carpark line
111  49.18366599 -000.46007757 20
115  49.18365297 -000.46014992
120 Carpark
111  49.18353988 -000.45992047 20
111  49.18355289 -000.45984810 20
111  49.18355289 -000.45984810 20
111  49.18356905 -000.45988088 20
111  49.18358521 -000.45991366 20
111  49.18360137 -000.45994644 20
111  49.18361752 -000.45997923 20
111  49.18363368 -000.46001201 20
111  49.18364984 -000.46004479 20
111  49.18366599 -000.46007757 20
111  49.18368215 -000.46011035 20
115  49.18366914 -000.46018270
120 Carpark line
111  49.18351191 -000.46028146 20
115  49.18352481 -000.46020903
120 Carpark line
111  49.18349568 -000.46024868 20
115  49.18350858 -000.46017626
120 Carpark line
111  49.18347947 -000.46021596 20
115  49.18349238 -000.46014355
120 Carpark line
111  49.18346327 -000.46018323 20
115  49.18347616 -000.46011082
120 Carpark line
111  49.18344706 -000.46015051 20
115  49.18345996 -000.46007809
120 Carpark line
111  49.18343085 -000.46011778 20
115  49.18344376 -000.46004538
120 Carpark line
111  49.18341465 -000.46008506 20
115  49.18342755 -000.46001264
120 Carpark line
111  49.18339844 -000.46005233 20
115  49.18341134 -000.45997991
120 Carpark line
111  49.18338223 -000.46001961 20
115  49.18339515 -000.45994721
120 Carpark
111  49.18362213 -000.46040557 20
111  49.18360923 -000.46047797 20
111  49.18359299 -000.46044517 20
111  49.18357676 -000.46041241 20
111  49.18356056 -000.46037969 20
111  49.18354434 -000.46034695 20
111  49.18352815 -000.46031425 20
111  49.18351191 -000.46028146 20
111  49.18349568 -000.46024868 20
111  49.18347947 -000.46021596 20
111  49.18346327 -000.46018323 20
111  49.18344706 -000.46015051 20
111  49.18343085 -000.46011778 20
111  49.18341465 -000.46008506 20
111  49.18339844 -000.46005233 20
111  49.18338223 -000.46001961 20
111  49.18336603 -000.45998688 20
115  49.18337893 -000.45991449
120 Carpark line
111  49.18359210 -000.46023346 20
115  49.18360499 -000.46016103
120 Carpark line
111  49.18357586 -000.46020068 20
115  49.18358877 -000.46012826
120 Carpark line
111  49.18355966 -000.46016795 20
115  49.18357256 -000.46009555
120 Carpark line
111  49.18354345 -000.46013523 20
115  49.18355634 -000.46006281
120 Carpark line
111  49.18352725 -000.46010250 20
115  49.18354015 -000.46003008
120 Carpark line
111  49.18351104 -000.46006978 20
115  49.18352394 -000.45999737
120 Carpark line
111  49.18349483 -000.46003705 20
115  49.18350774 -000.45996464
120 Carpark line
111  49.18347863 -000.46000433 20
115  49.18349153 -000.45993191
120 Carpark line
111  49.18346242 -000.45997160 20
115  49.18347534 -000.45989921
120 Carpark
111  49.18362123 -000.46019383 20
111  49.18360833 -000.46026623 20
111  49.18359210 -000.46023346 20
111  49.18357586 -000.46020068 20
111  49.18355966 -000.46016795 20
111  49.18354345 -000.46013523 20
111  49.18352725 -000.46010250 20
111  49.18351104 -000.46006978 20
111  49.18349483 -000.46003705 20
111  49.18347863 -000.46000433 20
111  49.18346242 -000.45997160 20
111  49.18344621 -000.45993888 20
115  49.18345911 -000.45986649
120 C
111  49.18217789 -000.45786355 1
111  49.18217961 -000.45786718 1
111  49.18217524 -000.45787199 1
111  49.18216847 -000.45785768 1
111  49.18217284 -000.45785288 1
111  49.18217457 -000.45785653 1
111  49.18217359 -000.45785760 1
111  49.18217281 -000.45785595 1
111  49.18217040 -000.45785861 1
111  49.18217527 -000.45786891 1
111  49.18217768 -000.45786625 1
113  49.18217691 -000.45786463 1
120 5
111  49.18216505 -000.45786143 1
111  49.18216973 -000.45787138 1
111  49.18216636 -000.45787508 1
111  49.18216738 -000.45787725 1
111  49.18217075 -000.45787355 1
111  49.18217178 -000.45787573 1
111  49.18216741 -000.45788052 1
111  49.18216429 -000.45787390 1
111  49.18216772 -000.45787014 1
111  49.18216519 -000.45786477 1
111  49.18216177 -000.45786853 1
113  49.18216067 -000.45786621 1
120 B
111  49.18207200 -000.45798500 1
111  49.18206526 -000.45797070 1
112  49.18206794 -000.45796774  49.18206960 -000.45796591 1
111  49.18207073 -000.45796834 1
112  49.18207220 -000.45797148  49.18207272 -000.45797258 1
111  49.18207161 -000.45797443 1
112  49.18207371 -000.45797468  49.18207425 -000.45797584 1
112  49.18207537 -000.45797822  49.18207632 -000.45798023 1
111  49.18207459 -000.45798215 1
111  49.18207200 -000.45798500
111  49.18206999 -000.45797788 1
112  49.18207161 -000.45797609  49.18207254 -000.45797507 1
111  49.18207302 -000.45797610 1
111  49.18207379 -000.45797774 1
112  49.18207347 -000.45798011  49.18207251 -000.45798116 1
111  49.18207187 -000.45798189 1
111  49.18206999 -000.45797788
111  49.18206897 -000.45797571 1
111  49.18206717 -000.45797187 1
112  49.18206891 -000.45796996  49.18206972 -000.45796906 1
111  49.18207016 -000.45797001 1
111  49.18207108 -000.45797197 1
